id,lang,presentation,structure,structure_autre,issue,issue_autre,duree,role,role_autre,nb_acteurs_differents,comprehension_sig_acteurs,repartition_roles,repartition_roles_autre,copil,alea_reprise,alea_detail,alea_reprise_autre,specificite_sig,conseil,techno_nb,techno,techno_note,docs_presence,docs_nb_formats,docs_formats,docs_note,methode_nb,methode_proj,methode_autre,methode_note,outil_proj_nb,outil_proj,outil_proj_autre,outil_proj_note,influence_nb,influence,influence_orga_com,influence_humaine_com,influence_budget_com,influence_technique_com,influence_politique_com,influence_autre_com
720,fr,Cartographie de cimetières municipaux,"Public territorial (collectivité, EPCI, département, région)",,Succès,,1 à 3 ans,Géomaticien·ne / technicien·ne SIG interne,,1 seul,5,"Plusieurs personnes impliquées au début, puis une seule personne maintenait le projet",,Non,"Non concerné (même équipe, projet actif)",,,"Si le projet est bien ciblé, il sera bien reçu par les acteurs non‑géomaticiens",,3,"libre, proprio, standards",8,"Oui, structurée et à jour",4,"qgz, docx, mails, tuto",7,0,nsp,,7,1,excel,,5,3,"humaine, politique, technique",,,,,,
733,fr,Calcul de plans urbains en fonction de la réglementation,"Privé (entreprise, bureau d’études)",,Autre,En cours et en développement continu,3 à 5 ans,Chef·fe de projet / coordinateur·rice,,4 – 5,5,Plusieurs personnes impliquées durablement,,Oui,"Oui, reprise fluide",Départ d'agent simplifiant la suite (sans que cet ayant ait eut une influence négative avant),,Transversalité des enjeux et des compétences nécessaires,Faire des tests comparatifs réguliers et bien versionner les livrables,3,"libre, code, standards",10,"Oui, structurée et à jour",1,docx,8,0,nsp,,10,2,"git, autre",FTP,8,1,humaine,,"La communication régulière et des tests réguliers, réunion hebdomadaires courtes, ont positivement influées",,,,
748,fr,Étude sur le potentiel foncier agricole,"Public territorial (collectivité, EPCI, département, région)",,Succès,,1 à 6 mois,Géomaticien·ne / technicien·ne SIG interne,,2 – 3,3,Une personne clé portait le projet,,Oui,"Non concerné (même équipe, projet actif)",,,,,1,libre,6,"Oui, structurée et à jour",2,"docx, mails",6,0,rien,,6,1,excel,,6,2,"Orga, humaine",,,,,,
756,fr,Automatisation d’un process pour des demandes quotidiennes ,"Privé (entreprise, bureau d’études)",,Autre,En cours ,1 à 3 ans,Géomaticien·ne / technicien·ne SIG interne,,4 – 5,1,"Plusieurs personnes impliquées au début, puis une seule personne maintenait le projet",,Oui,Autre,Départ du créateur du script ,Prise en main du script ,La transversalité ,Mise en place de documentation + documents méthodiques de chaque étape + schématisation du modèle de données + acteurs ,2,"code, proprio",7,"Oui, structurée et à jour",1,docx,6,1,autre,Rida ,7,1,trello,,8,3,"Orga, humaine, technique",,Complications de la transversalité des sig ,,Problème de partage vers l’extérieur /dsi,,
778,fr,Application SIG assainissement de suivi des campagnes de pompage d'avaloirs ,"Privé (entreprise, bureau d’études)",,Succès,,1 à 3 ans,Géomaticien·ne / technicien·ne SIG interne,,2 – 3,4,Plusieurs personnes impliquées durablement,,Non,"Oui, reprise fluide","Projet demandé et soutenu par le directeur d'exploitation, ce qui contribue à la réussite",,La puissance d'analyse des données cartographique en post production,S'adapter aux contraintes métier et simplifier les méthodes de saisie dans les outils SIG,1,proprio,7,"Non, ou documentation informelle",2,"mails, tuto",5,2,"scrum, waterfall",,7,1,autre,Suite Google - Keep - Doc,5,3,"Orga, humaine, technique","Lancement en doucuer, ajout année par année des cas d'usage",communication et suivi des utilisateurs,,outil métier adapté et simplifié,,
787,fr,Carte interactive à destination des assureurs dans le cadre du régime des Catastrophes Naturelles ,"Privé (entreprise, bureau d’études)",,Succès,,Plus de 5 ans,Chef·fe de projet / coordinateur·rice,,4 – 5,1,Une personne clé portait le projet,,Oui,Autre,Sponsor de la Direction Générale ,Après une cyber attaque. Reprise difficile car tout devait être reconstruit.,Transversalité avec les metiers,Communication ,1,proprio,10,"Oui, structurée et à jour",4,"catalog, comments, qgz, wiki",5,3,"scrum, waterfall, autre",Mix agile et en V… on passe au devops pour les parties purement informatique s,7,2,"jira, git",,6,3,"Orga, humaine, technique",Organisation claire. Répartition et Appropriation des tâches . Gouvernance des données et du code,Communication ,,Logiciel intuitif et puissant. En phase avec les exigences RSSI . ,,
788,fr,Fourniture d'un logiciel de gestion des cimetières à une commune membre de mon interco,"Public territorial (collectivité, EPCI, département, région)",,Échec puis relance,,1 à 6 mois,Chef·fe de projet / coordinateur·rice,,1 seul,1,Une personne clé portait le projet,,Non,"Non, projet abandonné ou figé après aléas","Sous-effectif criant, désintérêt pour le projet, résistance au changement",,"S'agissant d'un projet pour l'organisation interne, sans visibilité extérieure, il est difficile d'impliquer les donneurs d'ordre, et de faire dégager du temps.",Ayez des outils optimisés pour l'utilisateur final ! (tant pis si l'administration est lourde),1,proprio,9,"Non, ou documentation informelle",0,rien,5,0,rien,,5,0,rien,,5,2,"Orga, humaine",,,,,,
790,fr,Projet lié à l'assainissement ,"Privé (entreprise, bureau d’études)",,Succès,,1 à 3 ans,Chef·fe de projet / coordinateur·rice,,2 – 3,4,"Plusieurs personnes impliquées au début, puis une seule personne maintenait le projet",,Oui,"Oui, reprise fluide",,,,,1,proprio,5,"Oui, structurée et à jour",4,"qgz, docx, mails, tuto",5,0,rien,,5,1,excel,,8,1,Orga,,,,,,
792,fr,IDG Départementale pour les collectivités du Jura,"Parapublic (syndicat mixte, EPIC…)",,Succès,,6 mois à 1 an,Chef·fe de projet / coordinateur·rice,,Plus de 5,4,Plusieurs personnes impliquées durablement,,Oui,"Non concerné (même équipe, projet actif)",,,Sans objet pour moi.,"Exigence de performance d'affichage, pré-requis de stockage et d'administration des bases, bonne compréhension des potentialités des éditeurs (ne pas figer les choix au BPU)",4,"libre, code, proprio, standards",8,"Oui, structurée et à jour",5,"catalog, qgz, docx, mails, tuto",8,3,"kamban, scrum, waterfall",,6,2,"excel, git",,6,4,"Orga, humaine, budget, technique",,,,,,
797,fr,Tenue à jour d'une base de données du réseau d'éclairage public urbain,"Public territorial (collectivité, EPCI, département, région)",,"Échec (abandon, gel, oubli)",,1 à 6 mois,Autre,Pas encore employé,1 seul,1,"Plusieurs personnes impliquées au début, puis une seule personne maintenait le projet",,Non,"Non, projet abandonné ou figé après aléas","Départ de l'agent moteur, prestation externe",,"En l'occurrence, pas de spécificité, ç'aurait été la même chose avec un projet non-SIG","Ayez le chef de projet en interne, conservez-le, et prévoyez l'après-projet",1,proprio,10,"Non, ou documentation informelle",1,docx,5,0,nsp,,5,0,rien,,5,1,Orga,Pas de chef de projet en interne,,,,,
812,fr,Cartographie embarqué sur application,"Public territorial (collectivité, EPCI, département, région)",,"Échec (abandon, gel, oubli)",,6 mois à 1 an,Géomaticien·ne / technicien·ne SIG interne,,2 – 3,2,Je ne sais pas,,Je ne sais pas,Autre,Le service en charge des serveurs ne veut pas travailler.,Pour l'instant en off. On espère une reprise avec une nouvelle direction qui va amener un nouveau souffle.,Certains formats d'échange sont différents et répondent à des normes plus stricts.,Expliquer ce qu'on peut faire et ce qu'on ne peut pas faire à ses interlocuteurs,2,"libre, code",10,"Oui, structurée et à jour",2,"comments, docx",10,0,nsp,,5,0,rien,,5,1,humaine,,Le service en charge des serveur trouve des excuses pour ne pas travailler et déployer l'application,,,,
821,fr,Application liées aux conformités,"Privé (entreprise, bureau d’études)",,Succès,,1 à 6 mois,Géomaticien·ne / technicien·ne SIG interne,,2 – 3,6,Plusieurs personnes impliquées durablement,,Non,"Non concerné (même équipe, projet actif)",,,Certaines solutions sont rapides à mettre en place (réactivité) et répondent à un besoin bien précis,Bien identifier le besoin,1,proprio,10,"Oui, structurée et à jour",4,"qgz, docx, mails, tuto",5,3,"kamban, scrum, waterfall",,5,0,rien,,5,2,"humaine, technique",,,,,,
824,fr,"Mise en place d'un environnement SIG en entreprise ""accessible à tous"" ","Privé (entreprise, bureau d’études)",,Succès,,3 à 5 ans,Géomaticien·ne / technicien·ne SIG interne,,Plus de 5,1,Une personne clé portait le projet,,Non,"Non concerné (même équipe, projet actif)",Réussite car imposé par la direction à un moment oú le géomaticien n'arrivait pas à faire appliquer ses méthodologies et process.,,"Domaine méconnu, Manque de reconnaissance, Casquette de technicien","Faites-vous entendre ! Vous avez une valeur ajoutée inestimable pour la pérénité de l'entreprise à moyen/long terme. Exposez les pour/contre de chaque option. Organisez des réunions de cadrages avec les managers et pas mes utilisateurs finaux (là on parlerait d'identification des besoins, ou retour d'expérience). Votre rôle s'inscrit au coeur des process, de la qualité, du managment de projet. Choisissez bien vos intermocuteurs et portez vos sujets aux bonnes personnes dans l'entreprise.",4,"libre, code, proprio, standards",10,"Non, ou documentation informelle",4,"qgz, docx, mails, tuto",10,0,rien,,1,0,rien,,5,3,"Orga, humaine, budget","Roue libre, pas de directive claire, projet piloté par un technicien ""illégitime"" pour donner des directives",La direction donne une mission structurante au service sig sans la soutenir dans le développement du projet,Zero budget mais besoin d'une efficience parfaite,,,
836,fr,"SIG en interne pour produire des cartes thématiques et, dans une moindre mesure, faire des calculs basiques (évolution de surfaces et de linéaires principalement) dans le cadre d'élaborations et d'évolutions de PLU(i)","Privé (entreprise, bureau d’études)",,Succès,,1 à 3 ans,"Membre d’une équipe métier (urbanisme, environnement, voirie, etc.)",,1 seul,2,Une personne clé portait le projet,,Non,"Oui, reprise fluide","Un classement ""logique"" des donnees (collectées et produites)",,,"Classement des données locales et conserver les métadonnées (source du producteur, année de production et condition de saisie en particulier)",1,libre,9,"Non, ou documentation informelle",2,"qgz, docx",5,0,rien,,5,0,rien,,5,3,"Orga, humaine, technique",classement des données,Je pratique en autoformation depuis 20 ans,,Qgis,,
842,fr,Création d'un projet SIG pour la saisie d'informations géographiques et attributaires pour la réalisation de contrôles de branhement,"Privé (entreprise, bureau d’études)",,Succès,,3 à 5 ans,Géomaticien·ne / technicien·ne SIG interne,,4 – 5,3,Une personne clé portait le projet,,Non,"Non concerné (même équipe, projet actif)",Aucun pour l'instant,,,"S'organiser, communiquer, être à l'écoute, compétences techniques, s'adapter aux personnes qui vont utiliser l'outil, faire simple, construire brique par brique",1,libre,10,"Non, ou documentation informelle",4,"comments, qgz, docx, mails",5,0,rien,,5,0,rien,,5,3,"humaine, budget, technique",,,,,,
911,en,911 emergency services CAD Project Mapping ,"Public territorial (collectivité, EPCI, département, région)",,Succès,,Plus de 5 ans,Chef·fe de projet / coordinateur·rice,,Plus de 5,3,Plusieurs personnes impliquées durablement,,Non,"Oui, reprise fluide",Director of IT NOT giving up as well as Sev key Players full Dedication,,"data is ever changing and "" routing errors can result in loss of life "" or a serious outcome ",Dont give up Its so very tedious that one can lose patience or give in and lower the bar - don't ever lower the bar where accuracy is concerned ,2,"code, proprio",5,"Oui, mais peu claire ou obsolète",7,"catalog, comments, qgz, docx, mails, tuto, wiki",5,2,"lean, prince2",,4,1,excel,,4,6,"Orga, humaine, budget, politique, technique, autre",WE were committed and not walking away from the Need of accurate 911 gis accuracy  ,Dedication when things got ugly never giving up  led to Success ,Constant battles and adjustments Keep Finance in the loop and educate them on the project ,Project went on longer than expected tech kept evolving we had to adjust esp where hardware was concerned ,keep your stake holders INFORMED in the loop as deadlines move ,losing key players on the vendor side  - Establishing s good rapport is KEY 
929,fr,"Build Canadian road network database from various authoritative sources (municipal, provincial, county)","Public d’État (ministère, service déconcentré, agence nationale)",,Succès,,3 à 5 ans,Géomaticien·ne / technicien·ne SIG interne,,1 seul,4,Une personne clé portait le projet,,Non,"Oui, reprise fluide","Was successful but reorganization meant we lost half our team, increasing the time to complete dramatically ",,,Go pure open source,3,"libre, code, standards",10,"Oui, structurée et à jour",2,"comments, wiki",8,3,"kamban, scrum, waterfall",,8,2,"jira, git",,8,2,"Orga, budget",Constant management reorganization of teams,,Federal government annual budget announcements,,,
940,fr,Suivi & MCO d'une GEDT et SIG 2D/3D pour Storengy France depuis plus de 10 ans,"Privé (entreprise, bureau d’études)",,Succès,,Plus de 5 ans,Géomaticien·ne / technicien·ne SIG interne,,Plus de 5,3,Plusieurs personnes impliquées durablement,,Oui,"Non concerné (même équipe, projet actif)","Réussite: zéro turnover, agents compétents, équipe soudée. On connait mieux la donnée que ceux qui nous demandent de la gérer.",,"Lorsqu'une entreprise doit gérer son patrimoine, c'est à dire ce qui lui appartient, il est essentiel de savoir où c'est. Pour un bureau classique on sait tous où est l'imprimante, pas besoin de le cartographier. Mais quand on gère une megafactory on a besoin de savoir où les câbles passent, où sont les vannes, leur état, leur date de pose, etc. C'est avec le SIG qu'on le fait.","Il est essentiel de comprendre ce dont la personne a vraiment besoin, ne pas s'arrêter à ce qu'elle demande. Elle exprimera sa demande de travers 100% du temps car elle n'a pas forcément conscience de ce qui est possible. Donc creuser la question au lieu de produire de la donnée bêtement.",3,"libre, code, standards",10,"Oui, structurée et à jour",4,"comments, qgz, docx, tuto",5,0,rien,,5,1,excel,,2,5,"Orga, humaine, budget, politique, technique","Réussite : Personnes moteur, motivation générale",Réussite : équipe très compétente,Vers l'échec : budget de plus en plus serré,"Vers l'échec : non adoption des outils, retard sur la MCO",Vers l'échec : y'a moins d'argent coté client,
958,en,Tsunami evacuation map,"Public territorial (collectivité, EPCI, département, région)",,Succès,,1 à 3 ans,Géomaticien·ne / technicien·ne SIG interne,,2 – 3,3,"Plusieurs personnes impliquées au début, puis une seule personne maintenait le projet",,Non,"Non concerné (même équipe, projet actif)",,,The need to work with multiples data's version ,,2,"libre, proprio",8,"Non, ou documentation informelle",2,"docx, mails",3,0,rien,,3,1,excel,,7,2,"politique, technique",,,,,,
979,en,Work order management ,"Public territorial (collectivité, EPCI, département, région)",,Succès,,3 à 5 ans,Chef·fe de projet / coordinateur·rice,,Plus de 5,1,"Plusieurs personnes impliquées au début, puis une seule personne maintenait le projet",,Non,"Oui, reprise fluide",Cory manager,,GIS needs to demo results as it’s often unknown ,Need stakeholder buy-in,2,"code, proprio",8,"Non, ou documentation informelle",3,"qgz, mails, tuto",1,0,rien,,1,1,monday,,8,3,"Orga, humaine, technique",City manager directed staff to execute adoption of GIS related program ,New GIS program was online sharing new capabilities ,,Software was available to solve a big problem cheaply ,,
980,en,Visualizing results for impact studies (construction sector),"Public d’État (ministère, service déconcentré, agence nationale)",,Succès,,3 à 5 ans,Chef·fe de projet / coordinateur·rice,,2 – 3,1,Plusieurs personnes impliquées durablement,,Je ne sais pas,"Non concerné (même équipe, projet actif)",,,No idea,Good data management,1,libre,7,"Oui, mais peu claire ou obsolète",2,"docx, mails",3,2,"scrum, waterfall",,5,1,monday,,5,1,technique,,,,Complexity of project. Due to knowledge and results (incl. Good visualization) the difficulty could be communicated.,,
983,en,invasive plant management ,"Public territorial (collectivité, EPCI, département, région)",,Succès,,Plus de 5 ans,Prestataire externe / consultant·e,,Plus de 5,3,Plusieurs personnes impliquées durablement,,Oui,"Oui, reprise fluide",funding ,,understanding the complexity and need for continuity ,sustained budget and continuity ,1,libre,8,"Oui, mais peu claire ou obsolète",3,"qgz, docx, mails",9,0,rien,,6,2,"excel, notion",,7,2,"Orga, budget",strong management team ,,budget has to be maintained and supported ,,,
984,en,Add “add-on” to GRASS,"Public territorial (collectivité, EPCI, département, région)",,Succès,,Moins de 1 mois,Géomaticien·ne / technicien·ne SIG interne,,2 – 3,3,Plusieurs personnes impliquées durablement,,Non,"Oui, reprise fluide",Other projects taking away time from this one.,,I don’t feel like it is different. The exceptions are when doing data collection or handling LiDAR.,Please donate to your Open Source projects when you use them.,4,"libre, code, proprio, standards",10,"Oui, structurée et à jour",3,"comments, qgz, tuto",7,0,rien,,1,3,"excel, git, autre",ServiceNow,1,1,technique,,,,Using open source software made the project more flexible and easier to complete.,,
1011,fr,Mise en place d'une application Web Carto pour le plan lutte ALgues Vertes,"Public territorial (collectivité, EPCI, département, région)",,Succès,,1 à 3 ans,Géomaticien·ne / technicien·ne SIG interne,,Plus de 5,2,"Plusieurs personnes impliquées au début, puis une seule personne maintenait le projet",,Oui,"Non concerné (même équipe, projet actif)",,,"Les moteurs applicatifs cartographiques sont compatibles avec les standards (SGBD, Outil de développement, ...) ",Réalisation d'une note de cadrage par le service demandeur afin que la demande soit clairement posée sur papier. Elle servira de point de départ pour le déroulement du projet.,3,"libre, code, standards",10,"Oui, structurée et à jour",3,"comments, docx, tuto",5,0,rien,,5,0,rien,,5,3,"humaine, politique, technique",,,,,,
1018,en,Web-GIS for planning and regulation uses,"Public territorial (collectivité, EPCI, département, région)",,Succès,,1 à 6 mois,Chef·fe de projet / coordinateur·rice,,2 – 3,4,Une personne clé portait le projet,,Non,"Oui, reprise fluide",Time efficiency ,,Spatial domain knowledge,Have user buy-in,3,"libre, code, proprio",9,"Non, ou documentation informelle",3,"catalog, comments, docx",6,2,"scrum, waterfall",,5,2,"excel, git",,6,3,"Orga, budget, technique",Departments felt satisfied,,"Coded internally, saving money",Reduced Gis software costs,,
1042,en,Combining QGIS and AGOL to manage a public forest,"Public d’État (ministère, service déconcentré, agence nationale)",,Succès,,Plus de 5 ans,Chef·fe de projet / coordinateur·rice,,2 – 3,1,Une personne clé portait le projet,,Non,"Oui, reprise fluide",Staff Turnover,,,Understand your users/team members GIS knowledge level and keep it simple/to their level. ,2,"libre, proprio",10,"Non, ou documentation informelle",4,"qgz, docx, mails, tuto",5,0,rien,,3,0,rien,,3,2,"humaine, technique",,,,,,
1054,en,Biological survey for environmental impacts,"Privé (entreprise, bureau d’études)",,Succès,,1 à 6 mois,Chef·fe de projet / coordinateur·rice,,1 seul,6,Une personne clé portait le projet,,Non,"Non concerné (même équipe, projet actif)",None,,Unkown only worked as small team for small projects,Having a structure for time line and tasks would be helpful,2,"libre, proprio",3,"Oui, mais peu claire ou obsolète",2,"docx, mails",8,0,rien,,5,0,rien,,5,2,"budget, technique",,,Billed for a low budget but took longer than expected ,"esri arcgis is so problematic in adding new users within a corporate account, in addition the software is so locked up with proprietary software that doing anything is a slog. Switched to QGIS and had a smoother time.",,
1065,en,Creating GIS layers to manage flood risk,"Public territorial (collectivité, EPCI, département, région)",,Succès,,1 à 6 mois,Chef·fe de projet / coordinateur·rice,,1 seul,4,"Plusieurs personnes impliquées au début, puis une seule personne maintenait le projet",,Non,"Non, projet abandonné ou figé après aléas",,,,,1,libre,9,"Non, ou documentation informelle",0,rien,2,0,nsp,,2,0,rien,,7,1,Orga,,,,,,
1071,en,State-scale high-resolution land cover classification,Autre,Public (academic with support form internal university funding),Succès,,1 à 3 ans,Géomaticien·ne / technicien·ne SIG interne,,1 seul,2,Une personne clé portait le projet,,Non,"Oui, reprise fluide",,,,,3,"libre, code, proprio",10,"Non, ou documentation informelle",3,"comments, qgz, mails",6,0,rien,,3,1,notion,,6,1,technique,,,,"Use of open-source software facilitated easy collaboration with technical stakeholders from various backgrounds (i.e., agriculture, environmental, computer science)",,
1102,en,Enterprise Wide Utility Network Migration,"Privé (entreprise, bureau d’études)",,Autre,Ongoing,3 à 5 ans,Géomaticien·ne / technicien·ne SIG interne,,Plus de 5,3,Plusieurs personnes impliquées durablement,,Oui,"Non concerné (même équipe, projet actif)",Waterfall Approach for large organizations seems challenging as we don’t know what we don’t know until after waterwall,,"Reliance on other business groups for SME, integrations and infrastructure.",Adopt Agile and iterative methods.,1,proprio,9,"Oui, mais peu claire ou obsolète",1,docx,6,0,rien,,4,1,excel,,5,2,"technique, autre",,,,Lack of resources to test and implement while still working on day to day tasks.,,Waterfall approach.
1107,en,"Application development for county engineers office, many infrastructure applications and dashboards. Personally managed a small team of myself one other GIS analyst and 1-3 other non GIS folks. I was GIS Coordinator then PM ","Public territorial (collectivité, EPCI, département, région)",,Succès,,6 mois à 1 an,Chef·fe de projet / coordinateur·rice,,2 – 3,2,"Plusieurs personnes impliquées au début, puis une seule personne maintenait le projet",,Oui,"Oui, reprise fluide","Budgeting, lack of dedicated staff/turn over, strong backing from Elected officials/County Commissioners ",,"You have to have a clear understanding of the end game. Are you producing a map, or are you producing insights from spatial data often in the form of a Dashboard or Final Report. ",Take the extra time early on to make sure stakeholders understand the power of spatial data. If you can do all other roadblocks become something the organization wants to overcome not just the GIS or IT Departments. ,4,"libre, code, proprio, standards",7,"Oui, structurée et à jour",6,"catalog, comments, qgz, docx, mails, tuto",10,2,"lean, prince2",,7,2,"excel, git",,7,4,"Orga, budget, politique, technique",Strong backing from Elected Officials ,,"Auditor, treasurer, engineer and commissioners all back the project monetarily ",Right mix of custom scripts and Esri backbone ,County Officials were in agreement to fully support increase GIS Development ,
1115,fr,cartographie des villages menant des activités maraichères ,"Privé (entreprise, bureau d’études)",,"Échec (abandon, gel, oubli)",,6 mois à 1 an,Géomaticien·ne / technicien·ne SIG interne,,Plus de 5,1,Rôle tournant,,Oui,"Non, projet abandonné ou figé après aléas",le projet a été abandonné à cause de l'insécurité dans la zone ,,,,4,"libre, code, proprio, standards",7,"Oui, structurée et à jour",1,docx,8,0,nsp,,3,2,"excel, monday",,4,3,"Orga, humaine, politique",,,,,,
1122,en,managing and interpreting InSAR data,"Privé (entreprise, bureau d’études)",,Succès,,3 à 5 ans,Géomaticien·ne / technicien·ne SIG interne,,2 – 3,3,"Plusieurs personnes impliquées au début, puis une seule personne maintenait le projet",,Je ne sais pas,"Oui, reprise fluide",high staff turnover ,,,life's too short to work with assholes,1,proprio,10,"Oui, mais peu claire ou obsolète",4,"qgz, docx, mails, tuto",4,2,"scrum, waterfall",,3,1,asana,,3,1,humaine,,"high turnover, toxic work environment,  successful in spite of the organization ",,,,
1124,en,High-speed rail from Dallas to Houston EIS,"Privé (entreprise, bureau d’études)",,Succès,,3 à 5 ans,"Membre d’une équipe métier (urbanisme, environnement, voirie, etc.)",,Plus de 5,2,"Plusieurs personnes impliquées au début, puis une seule personne maintenait le projet",,Non,Autre,"Project completed successfully, but remains unbuilt.",Reassesment recently completed relied on many files from 4-5 years ago; staff continuinity is really the only reason re-assessment was successful. ,multidisplinary. GIS often becomes the single source of truth. ,Documentation and process are key. Make sure there is no single point of failure. ,2,"code, proprio",8,"Oui, structurée et à jour",5,"catalog, comments, qgz, docx, mails",8,1,autre,"I think project began before some of these exist - it was more of a manual/excel based task oriented project management. Also GIS was not the primary focus, but supported all disciplines.",5,2,"excel, monday",,7,3,"Orga, humaine, technique",,,,,,
1129,en,Company internal GIS datastore database,"Privé (entreprise, bureau d’études)",,Succès,,Plus de 5 ans,"Membre d’une équipe métier (urbanisme, environnement, voirie, etc.)",,2 – 3,2,Plusieurs personnes impliquées durablement,,Oui,"Non concerné (même équipe, projet actif)",External client demands drove BAU requirement,,I don't consider them distinct,"Don't lose track of what data you have, if you do you'll never spend the time auditing it again.",3,"libre, code, standards",8,"Oui, mais peu claire ou obsolète",3,"comments, qgz, tuto",6,1,kamban,,7,0,rien,,4,4,"Orga, humaine, budget, technique",We delivered this despite a lack of support from management because we needed it,Under resourced so our proof of concept became BAU,Our time is not free to give and we have no dedicated budget,Our choice of commodity AWS and FOSS tools has meant we can migrate with minimal issues,,
1131,en,GIS for managing environmental resources and environmental licensing at a municipal regulator,"Public territorial (collectivité, EPCI, département, région)",,Succès,,1 à 3 ans,Géomaticien·ne / technicien·ne SIG interne,,2 – 3,3,Une personne clé portait le projet,,Non,"Non concerné (même équipe, projet actif)",Team acceptance of change,,"A big change of infrastructure was needed, and other people needed to learn how to do things in a different way","Show how the actual problems can be solved, but make sure people understand that the road will be bumpy ",2,"libre, standards",9,"Non, ou documentation informelle",3,"qgz, docx, tuto",7,1,kamban,,10,1,asana,,10,4,"Orga, humaine, budget, technique",Management needs to be on board from the beginning ,Trying my best to being people on board with all the changes,For that I needed to rely solely on open source software ,Strong support needed from IT sector,,
1154,fr,WebSIG gestion assainissement (patrimoine et intervention),"Public territorial (collectivité, EPCI, département, région)",,Succès,,6 mois à 1 an,Géomaticien·ne / technicien·ne SIG interne,,Plus de 5,3,Plusieurs personnes impliquées durablement,,Oui,"Non concerné (même équipe, projet actif)",Animation autour du projet tout au long de la phase mise en place et même après.,,En général ce sont des projets très évolutifs dès lors que les agents ont compris les bénéfices sur leur quotidien.,"Mobiliser des personnes ""moteur"" qui seront un relais lors de la mise en place et feront vivre le projet par la suite",3,"libre, proprio, standards",8,"Non, ou documentation informelle",2,"comments, docx",5,1,kamban,,7,1,trello,,5,3,"Orga, humaine, technique",,Agents impliqués dans le projet - comprennait le bénéfice de l'application,,,,
1158,en,Identifying the potential routes for inteoducing cycling lanes in Tehran,"Public territorial (collectivité, EPCI, département, région)",,"Échec (abandon, gel, oubli)",,6 mois à 1 an,"Membre d’une équipe métier (urbanisme, environnement, voirie, etc.)",,2 – 3,1,Une personne clé portait le projet,,Je ne sais pas,"Non, projet abandonné ou figé après aléas",Reorganization of the municipal structure and staff,,The GIS projects involve more data format diversity and needs a transferable platform and a common base,Have one transferable common structure for collecting data,1,code,3,"Oui, mais peu claire ou obsolète",2,"docx, mails",3,0,rien,,7,2,"excel, autre",Toggle,8,2,"Orga, politique",poor management and not having a clear method,,,,The whole project was abandoned after the new cabin take over the municipal projects,
1160,fr,Saisie du mobilier sur site forestier,"Public territorial (collectivité, EPCI, département, région)",,Succès,,6 mois à 1 an,Géomaticien·ne / technicien·ne SIG interne,,2 – 3,4,Une personne clé portait le projet,,Non,"Non concerné (même équipe, projet actif)",,,public non averti au SIG qui doit manipuler des outils SIG,support et assistance régulière,1,proprio,8,"Oui, structurée et à jour",2,"docx, tuto",8,0,nsp,,7,0,rien,,7,3,"humaine, budget, technique",,,,,,
1162,fr,Mise en place d'un websig,"Public territorial (collectivité, EPCI, département, région)",,Succès,,Plus de 5 ans,Chef·fe de projet / coordinateur·rice,,Plus de 5,3,Une personne clé portait le projet,,Non,"Non concerné (même équipe, projet actif)",Nouveau DSI,,"La nature des données à manipuler et le produit final, une carte interprétable par tous",Travailler avec une équipe réduite,3,"libre, code, standards",9,"Oui, structurée et à jour",4,"qgz, docx, mails, tuto",5,1,kamban,,5,0,rien,,5,2,"Orga, technique",Nouveau DSI,,,Pérennisation grâce aux logiciels libres,,
1170,en,Localizing equipment from addresses to lat/long coordinates to speed trouble resolution ,"Privé (entreprise, bureau d’études)",,Succès,,6 mois à 1 an,Géomaticien·ne / technicien·ne SIG interne,,2 – 3,2,Une personne clé portait le projet,,Non,Autre,Me,"No, it was completed in three weeks and remains in effect for trouble call address augmentation ",Beats me ,"Ignore your bosses! Solve the problems you can, show how much you've saved, and then duck",2,"code, proprio",5,"Non, ou documentation informelle",2,"catalog, comments",5,2,"lean, prince2",,5,0,rien,,5,4,"Orga, humaine, politique, technique",I did it without getting approval for the project first ,I was the only one in the building let alone probably 98% of all Comcast personnel who had any idea how to accomplish this,,I was able to use the free Google Maps API for all 3500 locations from my free tier new account ,"I got in trouble initially, until I was able to communicate the multi-tens of millions cost savings ",
1182,en,"Geo database, metadata and set of maps for environmental impact assessment study","Privé (entreprise, bureau d’études)",,Succès,,1 à 6 mois,Chef·fe de projet / coordinateur·rice,,2 – 3,3,Une personne clé portait le projet,,Non,Autre,,No disruption ,,,1,proprio,8,"Oui, structurée et à jour",3,"qgz, docx, mails",5,0,nsp,,5,1,excel,,10,1,humaine,,Unclear communication creates setbacks and need for data corrections,,,,
1183,fr,Refonte du SIG et de l'observatoire d'une agglomération,"Public territorial (collectivité, EPCI, département, région)",,Succès,,1 à 3 ans,Géomaticien·ne / technicien·ne SIG interne,,2 – 3,2,Une personne clé portait le projet,,Oui,"Non concerné (même équipe, projet actif)","Positionnement hiérarchique du géomaticien sous la Direction Générale, ce qui a permis de la transversalité.",,Le cadre fonctionnel des 5A,Clarifiez rigoureusement les besoins dès le lancement et impliquez le ou les utilisateurs finaux à chaque étape : c’est la clé pour livrer un SIG réellement adapté aux attentes.,1,proprio,10,"Non, ou documentation informelle",4,"qgz, docx, mails, tuto",5,0,rien,,5,1,excel,,5,3,"Orga, humaine, politique",Transversalité,Appropriation par les services car forte demande interne,,,Volonté politique de réaliser une refonte du SIG et de l'observatoire,
